UAI,Nom,Type,Statut,Adresse,Code_Postal,Commune,Téléphone,Mail,REP ?,Circo 1er degre,latitude,longitude,Réseau
0132327J,Collège Miramaris,Collège,Public,avenue du Levant,13140,Miramas,04 90 58 09 30,ce.0132327J@ac-aix-marseille.fr,REP+,Arles - ASH Ouest,43.59320165356297,5.010470120513064,La Crau
0132328K,École maternelle Bricarde,École,Public,125 boulevard Henri Barnier,13015,Marseille 15e  Arrondissement,04 91 96 12 82,ce.0132328K@ac-aix-marseille.fr,REP+,Marseille Estaque,43.37080647131526,5.347679855383418,Marseille Madrague
0132331N,École élémentaire Jean-Jacques Rousseau,École,Public,boulevard Paul Guigou,13127,Vitrolles,04 42 89 25 10,ce.0132331N@ac-aix-marseille.fr,REP+,Vitrolles,43.44171546955619,5.250620491632248,La Nerthe
0132332P,École élémentaire Joseph d'Arbaud,École,Public,Jonquieres,13270,Fos-sur-Mer,04 42 47 71 55,ce.0132332P@ac-aix-marseille.fr,,Istres,43.445721462495854,4.943190597245028,La Crau
0132333R,École maternelle Laure Moulin 1,École,Public,allée Marcel Proust,13500,Martigues,04 42 80 35 15,ce.0132333R@ac-aix-marseille.fr,,Martigues,43.41758774015112,5.054660477810828,Cote Bleue
0132334S,École maternelle Jean-Jacques Rousseau,École,Public,la Petite Garrigue,13127,Vitrolles,04 42 89 10 15,ce.0132334S@ac-aix-marseille.fr,REP+,Vitrolles,43.44164969267619,5.250624093931903,La Nerthe
0132335T,École maternelle les Balustres,École,Public,chemin Notre Dame de Consolation,13013,Marseille 13e  Arrondissement,04 91 66 48 29,ce.0132335T@ac-aix-marseille.fr,,Marseille la Rose,43.33947077953398,5.421454654924324,Marseille Étoile
0132336U,École primaire privée du Collel,École,Privé Hors Contrat,43 chemin du Vallon de Toulouse,13010,Marseille 10e  Arrondissement,04 91 75 28 64,ecolecollel@gmail.com,,Privé Hors Contrat,43.267068644493264,5.424727124146535,Marseille Huveaune
0132338W,École maternelle Marie Mauron,École,Public,route de la Chapelle,13850,Gréasque,04 42 69 86 18,ce.0132338W@ac-aix-marseille.fr,,Trets,43.432238942984085,5.54063011093314,Sainte Victoire
0132344C,École maternelle Saint-Louis Consolat,École,Public,rue des Musardises,13015,Marseille 15e  Arrondissement,04 91 60 15 21,ce.0132344C@ac-aix-marseille.fr,REP+,Marseille Madrague,43.34787783784832,5.354310092720854,Marseille Madrague
0132350J,École maternelle la Fourragère,École,Public,traverse de la Fourragère,13012,Marseille 12e  Arrondissement,04 91 93 58 58,ce.0132350J@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.30042005674424,5.4282554318368,Marseille Collines
0132351K,École maternelle les Prairies,École,Public,40 chemin Saint-Mitre À Four de Buze,13013,Marseille 13e  Arrondissement,04 91 66 19 86,ce.0132351K@ac-aix-marseille.fr,,Marseille la Rose,43.344159711115935,5.417841208083439,Marseille Étoile
0132352L,École primaire Saint Tronc Castel Roc,École,Public,rue André Audoli,13010,Marseille 10e  Arrondissement,04 91 75 65 50,ce.0132352L@ac-aix-marseille.fr,,Marseille Capelette,43.27163742819383,5.432189519414437,Marseille Huveaune
0132354N,École maternelle Édouard Peisson,École,Public,route de Gardanne,13080,Aix-en-Provence,04 42 24 08 53,ce.0132354N@ac-aix-marseille.fr,,Aix - Vallée de l'Arc,43.48199433777837,5.420039783581187,Sainte Victoire
0132355P,École élémentaire Pablo Picasso,École,Public,36 avenue Henri Barbusse,13130,Berre-l'Etang,04 42 85 45 63,ce.0132355P@ac-aix-marseille.fr,REP,Miramas,43.48739229594903,5.165429461100893,La Nerthe
0132356R,École maternelle Fondacle,École,Public,5 boulevard des Platrières,13013,Marseille 13e  Arrondissement,04 91 66 52 20,ce.0132356R@ac-aix-marseille.fr,,Marseille la Rose,43.319966111494814,5.450359801709896,Marseille Étoile
0132358T,École élémentaire Laure Moulin 1,École,Public,allée Marcel Proust,13500,Martigues,04 42 80 40 34,ce.0132358T@ac-aix-marseille.fr,,Martigues,43.41766949206108,5.055379460840102,Cote Bleue
0132359U,École élémentaire Laure Moulin 2,École,Public,allée Marcel Proust,13500,Martigues,04 42 80 40 58,ce.0132359U@ac-aix-marseille.fr,,Martigues,43.41772764363163,5.055160545393945,Cote Bleue
0132361W,École maternelle Castel Hélène,École,Public,chemin de la Ferme,13170,Les Pennes-Mirabeau,04 42 02 82 00,ce.0132361W@ac-aix-marseille.fr,,Vitrolles,43.40984102001369,5.310419889812217,La Nerthe
0132376M,École maternelle les Granettes,École,Public,les Granettes,13090,Aix-en-Provence,04 42 20 23 40,ce.0132376M@ac-aix-marseille.fr,,Aix - Touloubre,43.536460870312965,5.393920431378274,Sainte Victoire
0132377N,École maternelle Croix Rouge Campagne,École,Public,16 avenue Fournacle,13013,Marseille 13e  Arrondissement,04 91 68 69 93,ce.0132377N@ac-aix-marseille.fr,REP,Marseille la Rose,43.33212210753802,5.456809630574564,Marseille Étoile
0132379R,École maternelle Édouard Labeille,École,Public,la Cavaillarde,13109,Simiane-Collongue,04 42 22 74 21,ce.0132379R@ac-aix-marseille.fr,,Gardanne,43.4313846939742,5.4352200876342245,Sainte Victoire
0132381T,École maternelle la Muscatelle,École,Public,chemin de Sainte-Catherine,13600,Ceyreste,04 42 83 07 16,ce.0132381T@ac-aix-marseille.fr,,La Ciotat,43.21276850291919,5.632634591312244,Le Garlaban
0132382U,École maternelle Pablo Picasso,École,Public,avenue Henri Barbusse,13130,Berre-l'Etang,04 42 85 31 15,ce.0132382U@ac-aix-marseille.fr,REP,Miramas,43.48724088376125,5.165439826553397,La Nerthe
0132383V,École maternelle F. Dijon,École,Public,traverse Serge Rochette,13630,Eyragues,04 90 94 45 00,ce.0132383V@ac-aix-marseille.fr,,Saint Rémy de Provence,43.83946804706552,4.842849574564194,Camargue
0132385X,École maternelle Alphonse Daudet,École,Public,chemin de la Cabro d'Or,13280,Arles,04 90 98 43 04,ce.0132385X@ac-aix-marseille.fr,,Arles-Camargue,43.64738568609256,4.720960543415376,Camargue
0132386Y,École maternelle les Floralies,École,Public,65 avenue Club Hippique,13090,Aix-en-Provence,04 42 59 17 40,ce.0132386Y@ac-aix-marseille.fr,,Aix - Ste Victoire,43.51514031943017,5.436169502301618,Sainte Victoire
0132387Z,École maternelle Jonquières,École,Public,Jonquiere,13270,Fos-sur-Mer,04 42 47 71 56,ce.0132387Z@ac-aix-marseille.fr,,Istres,43.44587683235663,4.943760311598481,La Crau
0132388A,École élémentaire Nelson Mandela,École,Public,ZAC du Charrel,13400,Aubagne,04 42 84 06 08,ce.0132388A@ac-aix-marseille.fr,REP,Aubagne,43.280862464707006,5.550174564684483,Le Garlaban
0132389B,École maternelle Pomme Sainte-Madeleine,École,Public,8 avenue Bernard Lecache,13011,Marseille 11e  Arrondissement,04 91 44 79 71,ce.0132389B@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.29558419133584,5.448289838455434,Marseille Collines
0132390C,École maternelle Jean Giono,École,Public,18 rue Séverine,13150,Tarascon,04 90 91 06 35,ce.0132390C@ac-aix-marseille.fr,REP,Saint Rémy de Provence,43.81415521930085,4.663080482113951,Camargue
0132394G,École maternelle Isidore Gautier,École,Public,1 boulevard Isidore Gautier,13720,La Bouilladisse,04 42 72 53 50,ce.0132394G@ac-aix-marseille.fr,,Aubagne,43.39301321657644,5.596760339340794,Le Garlaban
0132397K,École élémentaire les Floralies,École,Public,75 avenue Club Hippique,13090,Aix-en-Provence,04 42 59 15 35,ce.0132397K@ac-aix-marseille.fr,,Aix - Ste Victoire,43.51493439499664,5.436200349041266,Sainte Victoire
0132398L,École maternelle Louise Michel,École,Public,boulevard Henri Barbusse,13110,Port-de-Bouc,04 42 06 62 92,ce.0132398L@ac-aix-marseille.fr,REP,Martigues,43.40755338382011,4.991020162967177,Cote Bleue
0132399M,École primaire Castors Isabella,École,Public,Castors Isabella,13240,Septèmes-les-Vallons,04 91 96 25 35,ce.0132399M@ac-aix-marseille.fr,,Gardanne,43.40242726551403,5.353346812464936,Marseille Étoile
0132401P,Collège Château Forbin,Collège,Public,286 boulevard de Saint-Marcel,13396,Marseille,04 91 44 74 18,ce.0132401P@ac-aix-marseille.fr,,Aix - ASH Est,43.28559979534164,5.467710141232415,Marseille Huveaune
0132402R,Collège le Ruissatel,Collège,Public,73 rue de l'Audience,13396,Marseille,04 91 87 83 40,ce.0132402R@ac-aix-marseille.fr,,Marseille - ASH,43.296164030728136,5.488354061226278,Marseille Huveaune
0132403S,Collège François Villon,Collège,Public,18 rue Courencq,13396,Marseille,04 91 44 53 08,ce.0132403s@ac-aix-marseille.fr,REP,Aix - ASH Est,43.28540727567788,5.46249939516656,Marseille Huveaune
0132404T,Collège Clair Soleil,Collège,Public,53 boulevard Charles Moretti,13014,Marseille,04 91 67 39 03,ce.0132404T@ac-aix-marseille.fr,REP+,Marseille - ASH,43.323549135712575,5.385889532583953,Marseille Vieux Port
0132407W,Collège Jean Moulin,Collège,Public,26 rue Fortuné Chaillan,13015,Marseille,04 91 09 02 02,ce.0132407w@ac-aix-marseille.fr,REP+,Marseille - ASH,43.36446534977177,5.358010448741444,Marseille Madrague
0132408X,Collège Jules Ferry,Collège,Public,Campagne l'Evêque St Louis,13326,Marseille,04 91 60 17 88,ce.0132408x@ac-aix-marseille.fr,REP+,Marseille - ASH,43.3425610267601,5.356524533524035,Marseille Madrague
0132409Y,Collège Alphonse Daudet,Collège,Public,1 avenue de Radolfzell,13800,Istres,04 42 56 14 27,ce.0132409y@ac-aix-marseille.fr,REP,Arles - ASH Ouest,43.496704481468136,4.984210014527683,La Crau
0132410Z,Lycée polyvalent Maurice Genevoix,Lycée,Public,avenue du Général de Gaulle,13700,Marignane,04 42 88 76 90,ce.0132410Z@ac-aix-marseille.fr,,,43.41302338253847,5.205940410677632,La Nerthe
0132411A,Collège Henri Bosco,Collège,Public,rue Henri Bosco,13742,Vitrolles,04 42 77 57 20,ce.0132411a@ac-aix-marseille.fr,,Arles - ASH Ouest,43.448997423051885,5.249199432087242,La Nerthe
0132412B,Collège Lou Garlaban,Collège,Public,avenue de l'Amitié,13400,Aubagne,04 42 36 95 00,ce.0132412B@ac-aix-marseille.fr,REP,Marseille - ASH,43.28048330734522,5.548163380761833,Le Garlaban
0132421L,École maternelle Savine,École,Public,boulevard de la Savine,13015,Marseille 15e  Arrondissement,04 91 65 25 56,ce.0132421L@ac-aix-marseille.fr,REP+,Marseille Aygalades,43.367831365425886,5.371437263184391,Marseille Madrague
0132428U,École élémentaire Air Bel,École,Public,allée des Platanes,13011,Marseille 11e  Arrondissement,04 91 35 20 06,ce.0132428U@ac-aix-marseille.fr,REP,Marseille Saint Barnabé,43.29028633016667,5.430010620155493,Marseille Collines
0132429V,École élémentaire Saint Barthélémy Flamants,École,Public,64 avenue Alexandre Ansaldi,13014,Marseille 14e  Arrondissement,04 91 98 11 84,ce.0132429V@ac-aix-marseille.fr,REP+,Marseille le Merlan,43.33119175458737,5.40402000874742,Marseille Étoile
0132430W,École maternelle Rose Sauvagine,École,Public,avenue Merleau Ponty,13013,Marseille 13e  Arrondissement,04 91 66 43 49,ce.0132430W@ac-aix-marseille.fr,,Marseille la Rose,43.3360264668184,5.425107571371682,Marseille Étoile
0132431X,École maternelle la Timone,École,Public,96 avenue de la Timone,13010,Marseille 10e  Arrondissement,04 91 78 02 52,ce.0132431X@ac-aix-marseille.fr,,Marseille Capelette,43.285976941376646,5.40479980429199,Marseille Huveaune
0132432Y,École maternelle Vallon-Des-Tuves,École,Public,traverse Courtes,13015,Marseille 15e  Arrondissement,04 91 65 62 10,ce.0132432Y@ac-aix-marseille.fr,REP+,Marseille Aygalades,43.37162506356261,5.368349976705431,Marseille Madrague
0132434A,École maternelle Saint-Barthélémy Flamants,École,Public,64 avenue Alexandre Ansaldi,13014,Marseille 14e  Arrondissement,04 91 98 23 42,ce.0132434A@ac-aix-marseille.fr,REP+,Marseille le Merlan,43.33137158879707,5.4040275112548,Marseille Étoile
0132436C,École primaire Louis Pergaud,École,Public,Vert Pre 2 Raphele Les,13280,Arles,04 90 98 46 61,ce.0132436C@ac-aix-marseille.fr,,Arles-Camargue,43.66183888794047,4.724260765127447,Camargue
0132437D,École primaire René Calamand,École,Public,rue de la Comete quartier Baumes,13800,Istres,04 13 29 51 91,ce.0132437D@ac-aix-marseille.fr,,Istres,43.50968959034402,4.983220327972327,La Crau
0132438E,École élémentaire Lucien Toulmond,École,Public,rue Fernand Léger,13500,Martigues,04 42 80 51 33,ce.0132438E@ac-aix-marseille.fr,,Martigues,43.40794025341179,5.042294430909311,Cote Bleue
0132439F,École élémentaire la Voilerie,École,Public,allée l'Ensouleiado,13170,Les Pennes-Mirabeau,04 42 02 86 63,ce.0132439F@ac-aix-marseille.fr,,Marignane,43.41869196005632,5.338970385553012,La Nerthe
0132441H,École primaire Marcel Pagnol,École,Public,les Amarantes,13110,Port-de-Bouc,04 42 06 34 14,ce.0132441H@ac-aix-marseille.fr,REP,Martigues,43.41657639342936,4.983449781343343,Cote Bleue
0132442J,École élémentaire Romain Rolland,École,Public,rue Louis Flisi Mallebarge,13230,Port-Saint-Louis-du-Rhône,04 42 86 35 96,ce.0132442J@ac-aix-marseille.fr,REP,Saint Martin de Crau,43.392497423146544,4.80183940669707,Camargue
0132443K,École élémentaire Bastide Haute,École,Public,boulevard des Nations Unies,13300,Salon-de-Provence,04 90 53 52 76,ce.0132443K@ac-aix-marseille.fr,REP,Salon de Provence,43.65207290744855,5.10225035371461,Salon
0132444L,École primaire Moulin de Laure,École,Public,Moulin de Laure,13680,Lançon-Provence,04 90 42 71 20,ce.0132444L@ac-aix-marseille.fr,,Salon de Provence,43.58924817293588,5.135049864670773,Salon
0132445M,École élémentaire Jean de la Fontaine,École,Public,quartier les Plantiers,13127,Vitrolles,04 42 89 16 19,ce.0132445M@ac-aix-marseille.fr,REP+,Vitrolles,43.445158333337616,5.25273040102857,La Nerthe
0132448R,École maternelle les Bartavelles,École,Public,quartier Barriol,13200,Arles,04 90 93 96 98,ce.0132448R@ac-aix-marseille.fr,REP+,Arles-Camargue,43.66799792750543,4.617870367687001,Camargue
0132449S,École maternelle Nelson Mandela,École,Public,ZAC du Charrel,13400,Aubagne,04 42 84 04 11,ce.0132449S@ac-aix-marseille.fr,REP,Aubagne,43.28017076417018,5.549737458872353,Le Garlaban
0132450T,École maternelle la Trébillane René Cassin,École,Public,ZAC Calas la Trébillane,13480,Cabriès,04 42 69 15 86,ce.0132450T@ac-aix-marseille.fr,,Gardanne,43.46115988473414,5.357180290187282,Sainte Victoire
0132452V,École maternelle Simone Thoulouze,École,Public,chemin des Diligences Jas Neuf,13620,Carry-le-Rouet,04 42 44 70 96,ce.0132452V@ac-aix-marseille.fr,,Châteauneuf,43.3363750404872,5.155000596427624,Cote Bleue
0132453W,École maternelle Marie Mauron,École,Public,avenue Saint Médard,13220,Châteauneuf-les-Martigues,04 42 07 33 36,ce.0132453W@ac-aix-marseille.fr,,Châteauneuf,43.39948670572915,5.113819526772627,Cote Bleue
0132456Z,École maternelle les Micocouliers,École,Public,Lamanon,13113,Lamanon,04 90 59 54 93,ce.0132456Z@ac-aix-marseille.fr,,Saint Martin de Crau,43.69909277660939,5.087859825906675,Salon
0132457A,École maternelle Lucien Toulmond 1,École,Public,rue Fernand Léger,13500,Martigues,04 42 80 51 37,ce.0132457A@ac-aix-marseille.fr,,Martigues,43.40707040467566,5.0425598125118105,Cote Bleue
0132459C,École maternelle Peyrolles,École,Public,2 rue des Ecoles,13860,Peyrolles-en-Provence,04 42 57 84 15,ce.0132459C@ac-aix-marseille.fr,,Peyrolles,43.64830408944499,5.581999975966646,Sainte Victoire
0132460D,École maternelle Plan d'Orgon,École,Public,route des Ecoles,13750,Plan-d'Orgon,04 90 73 13 75,ce.0132460D@ac-aix-marseille.fr,REP,Saint Martin de Crau,43.81311838422157,5.003379398480158,Luberon
0132461E,École maternelle Anne Frank,École,Public,rue Louis Flisi,13230,Port-Saint-Louis-du-Rhône,04 42 86 36 35,ce.0132461E@ac-aix-marseille.fr,REP,Saint Martin de Crau,43.39292677212312,4.801399978298607,Camargue
0132462F,École maternelle Jacques Duclos,École,Public,34 rue Jacques Duclos,13740,le Rove,04 91 46 98 58,ce.0132462F@ac-aix-marseille.fr,,Marignane,43.370529323238266,5.254569437753578,La Nerthe
0132463G,École maternelle l'Estello,École,Public,chemin Adrech,13119,Saint-Savournin,04 42 04 66 32,ce.0132463G@ac-aix-marseille.fr,,Trets,43.41052362032459,5.527980429040054,Sainte Victoire
0132464H,École maternelle Bastide Haute,École,Public,boulevard des Nations Unies,13300,Salon-de-Provence,04 90 53 52 91,ce.0132464H@ac-aix-marseille.fr,REP,Salon de Provence,43.65193708902475,5.102850325621188,Salon
0132465J,École maternelle Francois Blanc,École,Public,153 Ancienne route de Cornillon,13300,Salon-de-Provence,04 90 17 07 00,ce.0132465J@ac-aix-marseille.fr,,Salon de Provence,43.627240261469474,5.098829537293017,Salon
0132472S,Lycée Yavné,Lycée,Privé,44-46 boulevard Barry,13013,Marseille,04 91 66 14 77,ce.0132472s@ac-aix-marseille.fr,,,43.31792263408475,5.409819445493916,Marseille Vieux Port
0132473T,École maternelle Marguerite Varesio,École,Public,traverse de Virebelle,13600,La Ciotat,04 42 83 34 10,ce.0132473T@ac-aix-marseille.fr,,La Ciotat,43.185632289709964,5.603993233039166,Le Garlaban
0132474U,École élémentaire Paul Langevin,École,Public,quartier Barriol,13200,Arles,04 90 93 97 19,ce.0132474U@ac-aix-marseille.fr,REP+,Arles-Camargue,43.66828718611007,4.618390584104825,Camargue
0132476W,École maternelle Émile Vayssière 2,École,Public,rue de la Crau,13014,Marseille 14e  Arrondissement,04 91 98 19 45,ce.0132476W@ac-aix-marseille.fr,REP+,Marseille le Merlan,43.3354681019036,5.397068074362365,Marseille Étoile
0132478Y,École maternelle la Voilerie,École,Public,allée de l'Ensouleilado,13170,Les Pennes-Mirabeau,04 42 02 76 44,ce.0132478Y@ac-aix-marseille.fr,,Marignane,43.41877663563038,5.338550311481926,La Nerthe
0132479Z,École maternelle Jean Giono,École,Public,1 place des Baladins la Rousse,13140,Miramas,04 90 58 07 27,ce.0132479Z@ac-aix-marseille.fr,REP+,Miramas,43.59377028544315,5.008340245860452,La Crau
0132480A,École maternelle Michel Gerachios,École,Public,quartier les Carabins,13270,Fos-sur-Mer,04 42 47 70 02,ce.0132480A@ac-aix-marseille.fr,,Istres,43.460275224901736,4.93287950301899,La Crau
0132481B,École maternelle les Fontinelles,École,Public,rue Pierre Mayan,13700,Marignane,04 42 88 70 98,ce.0132481B@ac-aix-marseille.fr,,Marignane,43.41762717036089,5.201989442695695,La Nerthe
0132482C,École élémentaire les Fontinelles,École,Public,boulevard de la Signore,13700,Marignane,04 42 88 27 34,ce.0132482C@ac-aix-marseille.fr,,Marignane,43.418030485529606,5.201939438873105,La Nerthe
0132483D,École élémentaire Savine,École,Public,99 boulevard de la Savine,13015,Marseille 15e  Arrondissement,04 91 65 50 27,ce.0132483D@ac-aix-marseille.fr,REP+,Marseille Aygalades,43.367644372834775,5.371509751090482,Marseille Madrague
0132484E,École maternelle Roy d'Espagne Granados,École,Public,allée Granados,13009,Marseille  9e  Arrondissement,04 91 73 36 37,ce.0132484E@ac-aix-marseille.fr,,Marseille Corniche,43.23686564702546,5.395154065806613,Marseille Calanques
0132485F,École élémentaire Pomme Sainte-Madeleine,École,Public,avenue Bernard Lecache,13011,Marseille 11e  Arrondissement,04 91 44 79 60,ce.0132485F@ac-aix-marseille.fr,,Marseille Saint Barnabé,43.29503392028154,5.449259580510568,Marseille Collines
